student_id,name,age,gender,education_level,cgpa,previous_internships,location_type,family_income,digital_literacy,skills,preferred_sector,preferred_location
818,Student_818,20,Female,High School,7.39,0,Rural,5-8 Lakh,Basic,"Field Work, Project Management, Research",Media,Mumbai
819,Student_819,18,Female,High School,7.08,1,Urban,<2 Lakh,Advanced,"Healthcare, Python, Sales",Environment,Delhi
820,Student_820,20,Male,Diploma,6.7,0,Rural,2-5 Lakh,Basic,"MS Office, Local Language, Communication",Healthcare,Pune
821,Student_821,23,Male,Postgraduate,6.07,1,Rural,<2 Lakh,Intermediate,"Design, Project Management, Research",Finance,Rural
822,Student_822,18,Male,Diploma,7.93,0,Urban,2-5 Lakh,Basic,"Mathematics, Biology, Field Work",NGO,Rural
823,Student_823,20,Female,Undergraduate,5.62,2,Urban,<2 Lakh,Intermediate,"English, Python",IT,Chennai
824,Student_824,20,Female,Diploma,8.13,0,Urban,<2 Lakh,Intermediate,"Team Work, Healthcare",IT,Any
825,Student_825,21,Female,Diploma,6.0,1,Semi-Urban,2-5 Lakh,Intermediate,"Teaching, English, Mathematics, Chemistry, Project Management",IT,Any
826,Student_826,24,Female,Undergraduate,6.3,1,Urban,2-5 Lakh,Intermediate,"Project Management, Social Media, Biology, Java",Finance,Rural
827,Student_827,20,Male,Undergraduate,5.44,1,Urban,2-5 Lakh,Intermediate,"Project Management, Healthcare, Problem Solving",IT,Pune
828,Student_828,20,Female,High School,6.6,0,Rural,<2 Lakh,Intermediate,"Agriculture, English, Biology",Government,Bangalore
829,Student_829,22,Female,Undergraduate,8.37,3,Urban,2-5 Lakh,Intermediate,"Team Work, Chemistry, Marketing",Agriculture,Any
830,Student_830,21,Male,High School,7.82,1,Urban,<2 Lakh,Basic,"Leadership, Local Language, Social Media, Java",Manufacturing,Mumbai
831,Student_831,19,Female,Undergraduate,8.37,1,Urban,2-5 Lakh,Intermediate,"Project Management, Field Work, Communication, Data Analysis",Education,Mumbai
832,Student_832,21,Female,Undergraduate,7.83,0,Rural,2-5 Lakh,Intermediate,"Python, Finance, MS Office, Design",Education,Chennai
833,Student_833,19,Female,High School,5.88,1,Rural,2-5 Lakh,Basic,"Leadership, Design, Field Work, Data Analysis",IT,Delhi
834,Student_834,19,Female,Diploma,6.8,1,Urban,5-8 Lakh,Intermediate,"Design, Agriculture",NGO,Any
835,Student_835,21,Female,Diploma,6.26,0,Urban,2-5 Lakh,Basic,"Chemistry, Team Work, Healthcare",Environment,Hyderabad
836,Student_836,20,Female,Postgraduate,8.8,0,Semi-Urban,5-8 Lakh,Basic,"Biology, Java, Field Work",Manufacturing,Hyderabad
837,Student_837,24,Male,Postgraduate,5.76,2,Urban,2-5 Lakh,Basic,"Leadership, Agriculture, Data Analysis",Finance,Pune
838,Student_838,20,Male,High School,8.27,0,Urban,2-5 Lakh,Basic,"Customer Service, MS Office, Local Language, Healthcare",Agriculture,Chennai
839,Student_839,21,Female,Undergraduate,8.27,0,Urban,2-5 Lakh,Intermediate,"Agriculture, Marketing, MS Office",Finance,Delhi
840,Student_840,21,Male,Diploma,9.4,1,Rural,<2 Lakh,Intermediate,"Problem Solving, Finance",Manufacturing,Pune
841,Student_841,18,Male,Diploma,6.71,2,Rural,5-8 Lakh,Advanced,"Customer Service, MS Office, Sales",Agriculture,Rural
842,Student_842,22,Male,Undergraduate,8.05,0,Urban,2-5 Lakh,Intermediate,"Local Language, Chemistry, Biology, English, Mathematics",Marketing,Bangalore
843,Student_843,19,Male,Postgraduate,9.94,1,Rural,2-5 Lakh,Basic,"Field Work, Teaching",Healthcare,Rural
844,Student_844,25,Female,Postgraduate,6.46,0,Urban,<2 Lakh,Advanced,"Team Work, Healthcare, Data Analysis, Social Media",Media,Mumbai
845,Student_845,19,Female,Undergraduate,5.36,0,Urban,<2 Lakh,Advanced,"Teaching, Customer Service, Research",Agriculture,Mumbai
846,Student_846,20,Male,Diploma,4.94,0,Rural,>8 Lakh,Intermediate,"Social Media, Research",Healthcare,Mumbai
847,Student_847,18,Male,Undergraduate,8.06,2,Urban,5-8 Lakh,Intermediate,"Chemistry, Research, Field Work",NGO,Bangalore
848,Student_848,25,Male,Diploma,4.94,0,Rural,<2 Lakh,Advanced,"Data Analysis, Field Work, Healthcare, MS Office",Environment,Rural
849,Student_849,21,Female,Undergraduate,6.75,0,Urban,2-5 Lakh,Intermediate,"Healthcare, Sales, Customer Service",IT,Rural
850,Student_850,21,Female,Diploma,7.72,1,Rural,2-5 Lakh,Advanced,"Mathematics, Biology, Teaching, Research, Communication",Education,Bangalore
851,Student_851,18,Male,Undergraduate,7.42,2,Urban,5-8 Lakh,Basic,"Project Management, Local Language, Customer Service",Finance,Hyderabad
852,Student_852,22,Female,Diploma,7.71,0,Semi-Urban,<2 Lakh,Basic,"Marketing, Sales",NGO,Rural
853,Student_853,19,Female,Diploma,7.47,1,Urban,<2 Lakh,Intermediate,"Chemistry, Mathematics, Leadership, Research, Java",IT,Mumbai
854,Student_854,23,Female,Postgraduate,8.73,0,Semi-Urban,5-8 Lakh,Intermediate,"Research, Field Work, Excel",Manufacturing,Mumbai
855,Student_855,19,Female,High School,6.06,1,Urban,<2 Lakh,Intermediate,"Sales, Finance, English",Healthcare,Any
856,Student_856,19,Male,Undergraduate,6.39,1,Rural,<2 Lakh,Advanced,"Teaching, Biology, Healthcare, Data Analysis",Government,Pune
857,Student_857,18,Female,Diploma,6.27,1,Urban,>8 Lakh,Basic,"Data Analysis, Customer Service, Teaching",Marketing,Any
858,Student_858,21,Male,High School,8.2,0,Semi-Urban,2-5 Lakh,Basic,"Customer Service, Field Work, Teaching, Leadership",Marketing,Bangalore
859,Student_859,21,Female,High School,8.28,0,Urban,<2 Lakh,Intermediate,"Communication, Team Work",Agriculture,Rural
860,Student_860,18,Female,Diploma,7.74,0,Urban,<2 Lakh,Intermediate,"Biology, Project Management, Social Media",Healthcare,Mumbai
861,Student_861,22,Female,Postgraduate,8.62,0,Rural,<2 Lakh,Basic,"Social Media, Java",NGO,Mumbai
862,Student_862,21,Female,Diploma,5.79,0,Urban,<2 Lakh,Intermediate,"Local Language, Agriculture, Social Media, English",Government,Chennai
863,Student_863,21,Male,Postgraduate,9.2,2,Urban,5-8 Lakh,Intermediate,"Social Media, Java",IT,Bangalore
864,Student_864,20,Female,Undergraduate,9.03,3,Semi-Urban,2-5 Lakh,Intermediate,"Communication, Design, MS Office, Field Work",Agriculture,Mumbai
865,Student_865,20,Other,Undergraduate,8.08,3,Semi-Urban,5-8 Lakh,Intermediate,"Healthcare, Communication, Local Language, Chemistry, Leadership",Finance,Mumbai
866,Student_866,21,Female,Undergraduate,9.34,2,Urban,>8 Lakh,Basic,"Python, Customer Service, Problem Solving",Marketing,Delhi
867,Student_867,19,Male,Undergraduate,5.21,1,Semi-Urban,2-5 Lakh,Advanced,"Design, English, Healthcare",Media,Rural
868,Student_868,19,Male,Undergraduate,6.57,1,Rural,<2 Lakh,Intermediate,"Healthcare, English, Data Analysis",Marketing,Chennai
869,Student_869,23,Male,Diploma,6.32,0,Urban,2-5 Lakh,Intermediate,"Chemistry, Research, MS Office",Media,Delhi
870,Student_870,24,Female,Diploma,8.07,1,Rural,>8 Lakh,Basic,"Research, English, Java",Finance,Mumbai
871,Student_871,20,Female,Postgraduate,5.94,1,Rural,5-8 Lakh,Intermediate,"Chemistry, Excel, English, Project Management",Government,Delhi
872,Student_872,20,Male,Postgraduate,8.11,1,Semi-Urban,<2 Lakh,Basic,"Social Media, Customer Service, Biology, Java, Problem Solving",Agriculture,Pune
873,Student_873,21,Male,Postgraduate,8.84,2,Urban,5-8 Lakh,Basic,"Design, Problem Solving, Java, Marketing, Mathematics",Media,Delhi
874,Student_874,20,Female,Undergraduate,8.03,0,Rural,2-5 Lakh,Intermediate,"Healthcare, Problem Solving, Biology, Research, Java",Government,Rural
875,Student_875,18,Female,Undergraduate,7.54,0,Urban,>8 Lakh,Basic,"Python, Research, Project Management, Team Work, Communication",Finance,Delhi
876,Student_876,19,Female,Undergraduate,6.01,2,Urban,<2 Lakh,Intermediate,"MS Office, Research, Finance",NGO,Mumbai
877,Student_877,22,Female,Undergraduate,6.18,0,Urban,2-5 Lakh,Basic,"English, Customer Service, Agriculture, Healthcare",Finance,Any
878,Student_878,22,Male,Diploma,8.7,1,Semi-Urban,5-8 Lakh,Intermediate,"Leadership, Agriculture, Finance, Teaching, Data Analysis",Education,Rural
879,Student_879,18,Male,Undergraduate,8.14,2,Semi-Urban,2-5 Lakh,Basic,"Mathematics, Communication, MS Office",IT,Delhi
880,Student_880,19,Female,Diploma,7.15,1,Rural,2-5 Lakh,Basic,"Problem Solving, Biology, Finance, English, Teaching",Manufacturing,Rural
881,Student_881,19,Female,Diploma,6.7,1,Rural,<2 Lakh,Basic,"Field Work, Problem Solving, Python",IT,Chennai
882,Student_882,22,Female,Postgraduate,4.77,0,Urban,<2 Lakh,Advanced,"Biology, MS Office, Mathematics, Research",Finance,Rural
883,Student_883,18,Female,Diploma,5.91,0,Urban,2-5 Lakh,Advanced,"Project Management, Local Language, Chemistry, Data Analysis",NGO,Pune
884,Student_884,19,Female,High School,9.49,2,Urban,>8 Lakh,Basic,"Problem Solving, Team Work, English, Marketing, Design",Agriculture,Rural
885,Student_885,22,Male,High School,5.66,1,Urban,<2 Lakh,Intermediate,"Agriculture, MS Office",Environment,Any
886,Student_886,19,Male,Postgraduate,7.43,1,Rural,2-5 Lakh,Intermediate,"Excel, Marketing, Local Language, Communication",IT,Mumbai
887,Student_887,22,Male,Undergraduate,8.41,0,Rural,5-8 Lakh,Advanced,"Problem Solving, Leadership, Healthcare",Agriculture,Pune
888,Student_888,19,Male,Undergraduate,5.69,0,Urban,<2 Lakh,Basic,"MS Office, Social Media, Python",IT,Chennai
889,Student_889,18,Female,Undergraduate,7.42,3,Urban,2-5 Lakh,Intermediate,"Teaching, Marketing, Social Media, Finance",Environment,Delhi
890,Student_890,19,Other,Undergraduate,8.33,0,Urban,5-8 Lakh,Basic,"Chemistry, Teaching, MS Office",Manufacturing,Delhi
891,Student_891,22,Male,Diploma,7.21,1,Urban,5-8 Lakh,Basic,"Research, Project Management, Biology, Python",Marketing,Delhi
892,Student_892,23,Male,Undergraduate,10.0,0,Semi-Urban,2-5 Lakh,Advanced,"Teaching, English, Sales",Healthcare,Pune
893,Student_893,23,Female,Undergraduate,5.2,1,Rural,5-8 Lakh,Intermediate,"Field Work, Social Media, Java",Finance,Hyderabad
894,Student_894,20,Male,Undergraduate,8.47,2,Semi-Urban,<2 Lakh,Basic,"Local Language, Communication, Finance, Research",NGO,Hyderabad
895,Student_895,22,Female,Diploma,6.99,1,Rural,>8 Lakh,Basic,"Problem Solving, Marketing, Local Language",Finance,Delhi
896,Student_896,19,Female,Postgraduate,8.13,0,Urban,<2 Lakh,Intermediate,"Agriculture, Field Work",Manufacturing,Chennai
897,Student_897,20,Female,Undergraduate,7.73,1,Urban,5-8 Lakh,Intermediate,"Chemistry, Research, Field Work, Communication, English",Government,Any
898,Student_898,23,Male,Diploma,6.32,2,Semi-Urban,<2 Lakh,Basic,"Research, Sales, Team Work",IT,Bangalore
899,Student_899,18,Male,Undergraduate,7.47,1,Rural,>8 Lakh,Advanced,"Social Media, Leadership, Healthcare, Finance",Education,Pune
900,Student_900,18,Female,High School,4.97,2,Urban,5-8 Lakh,Basic,"Biology, Team Work, Sales",Marketing,Rural
901,Student_901,19,Female,High School,7.92,1,Rural,5-8 Lakh,Basic,"Design, Field Work, Customer Service",Healthcare,Rural
902,Student_902,18,Male,Undergraduate,7.56,2,Rural,<2 Lakh,Advanced,"Healthcare, Chemistry, Customer Service",IT,Chennai
903,Student_903,19,Female,High School,7.97,1,Rural,2-5 Lakh,Basic,"Mathematics, Local Language, Data Analysis",Finance,Rural
904,Student_904,21,Male,Undergraduate,8.47,0,Semi-Urban,2-5 Lakh,Basic,"Chemistry, Social Media, Local Language",NGO,Bangalore
905,Student_905,20,Female,Undergraduate,7.64,0,Rural,5-8 Lakh,Intermediate,"Chemistry, Team Work, Mathematics",Manufacturing,Any
906,Student_906,23,Male,High School,7.38,0,Rural,<2 Lakh,Intermediate,"Excel, Agriculture, Finance",Agriculture,Mumbai
907,Student_907,23,Female,Postgraduate,6.14,2,Urban,>8 Lakh,Basic,"Agriculture, Field Work",Government,Mumbai
908,Student_908,20,Male,Diploma,6.35,2,Urban,5-8 Lakh,Advanced,"Sales, Excel, Project Management",Healthcare,Delhi
909,Student_909,20,Male,Diploma,8.62,1,Urban,<2 Lakh,Intermediate,"Communication, Java",Media,Rural
910,Student_910,20,Male,Diploma,8.92,0,Urban,5-8 Lakh,Basic,"Customer Service, Agriculture",Healthcare,Bangalore
911,Student_911,21,Male,Diploma,6.91,0,Rural,2-5 Lakh,Intermediate,"Data Analysis, Project Management, Customer Service, Leadership, Problem Solving",NGO,Mumbai
912,Student_912,20,Female,High School,7.26,2,Rural,2-5 Lakh,Basic,"MS Office, Agriculture, Finance, Communication",Education,Mumbai
913,Student_913,21,Other,Undergraduate,6.11,1,Urban,2-5 Lakh,Intermediate,"Local Language, Data Analysis, Field Work, Project Management",Environment,Any
914,Student_914,20,Male,Postgraduate,8.61,0,Semi-Urban,2-5 Lakh,Intermediate,"Healthcare, Excel, Agriculture",Manufacturing,Rural
915,Student_915,21,Male,Diploma,8.0,1,Urban,5-8 Lakh,Advanced,"Finance, Mathematics, Java, Leadership, Agriculture",Healthcare,Hyderabad
916,Student_916,20,Female,Undergraduate,9.53,0,Urban,2-5 Lakh,Basic,"Design, Finance, Project Management, Java",Media,Pune
917,Student_917,20,Female,Undergraduate,6.15,0,Urban,2-5 Lakh,Intermediate,"Customer Service, Finance, Local Language, Mathematics",Media,Chennai
918,Student_918,24,Female,Undergraduate,6.75,1,Urban,5-8 Lakh,Intermediate,"Research, Biology, Python",IT,Bangalore
919,Student_919,22,Male,Undergraduate,7.48,0,Urban,5-8 Lakh,Basic,"Marketing, Teaching, Python, Biology, Data Analysis",Manufacturing,Any
920,Student_920,19,Male,Diploma,7.98,3,Rural,<2 Lakh,Basic,"Project Management, Excel, Java, Design",Environment,Delhi
921,Student_921,23,Female,Diploma,6.94,0,Urban,5-8 Lakh,Basic,"Sales, Field Work, Excel, Customer Service, Java",Education,Bangalore
922,Student_922,21,Male,Undergraduate,6.15,0,Semi-Urban,2-5 Lakh,Intermediate,"Excel, Healthcare",Finance,Bangalore
923,Student_923,23,Female,Undergraduate,8.26,0,Urban,<2 Lakh,Intermediate,"Java, Research, Design",Marketing,Chennai
924,Student_924,22,Male,Diploma,8.07,2,Urban,<2 Lakh,Basic,"Problem Solving, Chemistry, Leadership",Marketing,Chennai
925,Student_925,20,Female,Diploma,6.1,1,Urban,2-5 Lakh,Intermediate,"Chemistry, English, Biology",Agriculture,Chennai
926,Student_926,18,Male,Postgraduate,8.83,1,Rural,5-8 Lakh,Intermediate,"English, Design, Sales, Marketing, Finance",Manufacturing,Delhi
927,Student_927,20,Female,Undergraduate,8.6,0,Urban,2-5 Lakh,Intermediate,"Marketing, Excel",Agriculture,Chennai
928,Student_928,21,Male,Postgraduate,7.36,0,Semi-Urban,5-8 Lakh,Basic,"Local Language, Customer Service",Agriculture,Mumbai
929,Student_929,21,Female,Undergraduate,7.3,1,Rural,<2 Lakh,Intermediate,"Leadership, English, Sales",Government,Mumbai
930,Student_930,20,Male,Diploma,7.86,2,Rural,2-5 Lakh,Basic,"Communication, Problem Solving",Marketing,Delhi
931,Student_931,19,Female,Undergraduate,6.17,2,Rural,>8 Lakh,Basic,"Customer Service, Marketing",Finance,Rural
932,Student_932,23,Female,Undergraduate,7.24,0,Urban,5-8 Lakh,Intermediate,"Agriculture, Leadership, Biology, Social Media",Healthcare,Chennai
933,Student_933,25,Female,High School,4.62,1,Urban,<2 Lakh,Basic,"Python, Chemistry, Research",Finance,Pune
934,Student_934,21,Female,Undergraduate,8.25,2,Urban,2-5 Lakh,Basic,"Finance, Local Language",Education,Rural
935,Student_935,19,Female,Undergraduate,5.33,0,Rural,<2 Lakh,Basic,"Biology, Customer Service, Design",Media,Pune
936,Student_936,20,Female,Diploma,9.0,2,Urban,2-5 Lakh,Basic,"Customer Service, Marketing, Social Media",Healthcare,Chennai
937,Student_937,18,Male,Undergraduate,6.8,0,Urban,5-8 Lakh,Basic,"Social Media, Finance",Education,Bangalore
938,Student_938,24,Female,Undergraduate,6.95,2,Semi-Urban,5-8 Lakh,Advanced,"Sales, Leadership, Teaching, Data Analysis",Healthcare,Bangalore
939,Student_939,19,Male,Postgraduate,6.45,2,Urban,<2 Lakh,Basic,"Biology, Chemistry, Communication, Java",Education,Pune
940,Student_940,21,Male,High School,6.85,2,Semi-Urban,>8 Lakh,Basic,"Mathematics, Local Language, Design, Team Work",Government,Chennai
941,Student_941,20,Male,Diploma,8.9,1,Rural,2-5 Lakh,Basic,"Chemistry, Python, Social Media, Data Analysis",Government,Rural
942,Student_942,21,Male,Undergraduate,4.21,0,Urban,2-5 Lakh,Advanced,"Excel, Communication",Agriculture,Rural
943,Student_943,22,Female,Diploma,8.73,2,Urban,2-5 Lakh,Intermediate,"Team Work, Java, Finance, Local Language, Field Work",Manufacturing,Mumbai
944,Student_944,23,Female,Undergraduate,7.61,0,Urban,2-5 Lakh,Basic,"Java, Social Media, Biology, Marketing",Healthcare,Delhi
945,Student_945,19,Female,Undergraduate,5.75,0,Rural,2-5 Lakh,Advanced,"Finance, Social Media, Customer Service, Data Analysis, Chemistry",NGO,Pune
946,Student_946,18,Male,High School,5.91,1,Rural,2-5 Lakh,Basic,"Chemistry, Java",Agriculture,Bangalore
947,Student_947,19,Male,Undergraduate,9.21,2,Rural,2-5 Lakh,Basic,"Leadership, Agriculture, Research, Social Media, Biology",Finance,Delhi
948,Student_948,24,Male,Undergraduate,6.07,2,Semi-Urban,<2 Lakh,Basic,"Project Management, MS Office, Team Work, Chemistry",Government,Any
949,Student_949,23,Male,Diploma,5.82,0,Rural,5-8 Lakh,Basic,"Local Language, MS Office, Social Media, Research",Marketing,Mumbai
950,Student_950,21,Male,Postgraduate,8.56,2,Urban,2-5 Lakh,Basic,"Leadership, Local Language",Government,Any
951,Student_951,21,Male,Undergraduate,7.61,1,Urban,<2 Lakh,Intermediate,"Agriculture, Social Media, Design, Research",Marketing,Rural
952,Student_952,22,Male,Undergraduate,6.07,0,Semi-Urban,5-8 Lakh,Basic,"Teaching, Java, Customer Service, Project Management, Biology",Healthcare,Rural
953,Student_953,19,Female,Undergraduate,7.46,0,Urban,>8 Lakh,Intermediate,"Problem Solving, English, Local Language, Design",Healthcare,Mumbai
954,Student_954,24,Female,Undergraduate,5.97,0,Urban,>8 Lakh,Basic,"Customer Service, Healthcare, Java",Education,Mumbai
955,Student_955,20,Other,Postgraduate,8.52,0,Rural,2-5 Lakh,Basic,"Sales, English, Local Language, Marketing, Mathematics",Environment,Hyderabad
956,Student_956,20,Female,Undergraduate,8.47,3,Urban,<2 Lakh,Intermediate,"Agriculture, MS Office, Field Work",Marketing,Mumbai
957,Student_957,21,Female,Undergraduate,7.84,1,Semi-Urban,2-5 Lakh,Advanced,"Design, Leadership, Research",Media,Bangalore
958,Student_958,18,Male,Postgraduate,7.63,1,Rural,<2 Lakh,Basic,"Marketing, Problem Solving, Chemistry",IT,Bangalore
959,Student_959,19,Female,Diploma,9.31,3,Urban,>8 Lakh,Intermediate,"Customer Service, Healthcare, Social Media, Research, Field Work",Finance,Mumbai
960,Student_960,22,Female,Undergraduate,7.2,0,Semi-Urban,<2 Lakh,Basic,"Leadership, Mathematics",Agriculture,Mumbai
961,Student_961,18,Male,Diploma,5.78,2,Urban,<2 Lakh,Basic,"Finance, Java, Customer Service",Education,Rural
962,Student_962,21,Male,Diploma,7.74,1,Urban,2-5 Lakh,Basic,"Design, Customer Service, Agriculture, Leadership",Healthcare,Mumbai
963,Student_963,19,Female,Diploma,9.7,2,Urban,2-5 Lakh,Basic,"Marketing, Social Media, Teaching, Data Analysis",Finance,Delhi
964,Student_964,20,Male,Postgraduate,5.98,0,Urban,5-8 Lakh,Basic,"MS Office, English, Excel",Agriculture,Pune
965,Student_965,20,Female,Postgraduate,6.77,2,Rural,2-5 Lakh,Basic,"Finance, Sales, Excel, Customer Service, Biology",Manufacturing,Any
966,Student_966,20,Female,Undergraduate,7.7,0,Urban,<2 Lakh,Intermediate,"Data Analysis, Java, Teaching, Marketing, Local Language",NGO,Bangalore
967,Student_967,22,Male,Undergraduate,7.14,0,Urban,<2 Lakh,Basic,"Team Work, Java",IT,Delhi
968,Student_968,20,Male,Undergraduate,6.02,2,Urban,2-5 Lakh,Intermediate,"Excel, Data Analysis, Mathematics",Environment,Hyderabad
969,Student_969,21,Male,Postgraduate,8.55,0,Rural,<2 Lakh,Basic,"Chemistry, Project Management",Marketing,Any
970,Student_970,21,Male,Undergraduate,9.98,1,Semi-Urban,2-5 Lakh,Intermediate,"Biology, Local Language, Customer Service",Marketing,Rural
971,Student_971,22,Male,Diploma,7.44,1,Urban,2-5 Lakh,Intermediate,"Data Analysis, Healthcare, MS Office",Education,Pune
972,Student_972,24,Female,Diploma,6.12,1,Urban,5-8 Lakh,Basic,"Research, Python, Data Analysis, Biology, Communication",IT,Bangalore
973,Student_973,22,Male,Undergraduate,5.34,0,Urban,>8 Lakh,Basic,"Biology, Chemistry, Healthcare, Social Media",Manufacturing,Hyderabad
974,Student_974,19,Male,Undergraduate,7.51,0,Urban,>8 Lakh,Intermediate,"Field Work, Team Work",Government,Delhi
975,Student_975,18,Male,Diploma,8.52,0,Rural,>8 Lakh,Advanced,"Field Work, Data Analysis",NGO,Pune
976,Student_976,20,Female,High School,7.77,1,Rural,<2 Lakh,Basic,"Marketing, Social Media, Customer Service",NGO,Rural
977,Student_977,21,Male,Undergraduate,7.2,0,Urban,<2 Lakh,Basic,"MS Office, Chemistry, Research",Finance,Any
978,Student_978,18,Male,High School,6.49,0,Urban,2-5 Lakh,Advanced,"Marketing, Finance, Customer Service",Healthcare,Mumbai
979,Student_979,21,Female,Undergraduate,5.89,0,Urban,5-8 Lakh,Basic,"English, Sales, Research, Teaching, Agriculture",Government,Delhi
980,Student_980,21,Female,Postgraduate,8.2,0,Rural,>8 Lakh,Intermediate,"Healthcare, Finance, Communication, Mathematics, Biology",Healthcare,Hyderabad
981,Student_981,20,Male,Undergraduate,8.3,1,Urban,5-8 Lakh,Basic,"Healthcare, Chemistry, MS Office",Education,Rural
982,Student_982,22,Female,Diploma,5.35,2,Semi-Urban,<2 Lakh,Basic,"Data Analysis, Sales, MS Office, Design, Java",Healthcare,Rural
983,Student_983,19,Male,Undergraduate,9.11,0,Rural,>8 Lakh,Intermediate,"Project Management, Social Media, Biology",IT,Mumbai
984,Student_984,18,Male,Undergraduate,7.89,1,Urban,2-5 Lakh,Intermediate,"Leadership, Python, Teaching, Customer Service",IT,Mumbai
985,Student_985,22,Male,Undergraduate,8.88,1,Rural,<2 Lakh,Basic,"Project Management, Biology, Design",Finance,Chennai
986,Student_986,21,Male,Postgraduate,5.59,1,Semi-Urban,2-5 Lakh,Intermediate,"Research, Leadership",Education,Bangalore
987,Student_987,22,Female,High School,5.56,1,Rural,<2 Lakh,Intermediate,"Data Analysis, MS Office, Social Media, Marketing, Project Management",Finance,Rural
988,Student_988,20,Male,Undergraduate,7.02,1,Urban,2-5 Lakh,Intermediate,"Social Media, Healthcare, Customer Service",Manufacturing,Chennai
989,Student_989,19,Male,Undergraduate,7.8,1,Urban,2-5 Lakh,Basic,"English, Local Language, MS Office, Teaching",Agriculture,Rural
990,Student_990,23,Female,Postgraduate,9.36,0,Semi-Urban,2-5 Lakh,Intermediate,"Chemistry, Healthcare, Biology",Environment,Hyderabad
991,Student_991,22,Female,Diploma,8.05,1,Rural,2-5 Lakh,Intermediate,"English, Biology",Environment,Rural
992,Student_992,22,Male,Undergraduate,6.91,1,Rural,5-8 Lakh,Intermediate,"Healthcare, Finance",Environment,Bangalore
993,Student_993,20,Female,Undergraduate,5.97,0,Semi-Urban,5-8 Lakh,Intermediate,"Problem Solving, Biology, Mathematics",Healthcare,Rural
994,Student_994,21,Male,Diploma,8.68,0,Semi-Urban,2-5 Lakh,Basic,"Sales, Problem Solving, Leadership, Biology",Media,Mumbai
995,Student_995,20,Female,High School,6.04,3,Semi-Urban,5-8 Lakh,Intermediate,"Customer Service, Healthcare, Problem Solving",Media,Hyderabad
996,Student_996,18,Female,Postgraduate,9.15,1,Urban,>8 Lakh,Intermediate,"Customer Service, English, Java, Agriculture",Marketing,Mumbai
997,Student_997,24,Female,Diploma,6.86,1,Rural,<2 Lakh,Basic,"Java, Excel, Local Language, Chemistry",Healthcare,Chennai
998,Student_998,19,Male,Diploma,9.11,2,Rural,2-5 Lakh,Intermediate,"Python, Design, Leadership, English",IT,Bangalore
999,Student_999,25,Male,Diploma,8.01,1,Rural,<2 Lakh,Basic,"Social Media, Excel, Field Work",Healthcare,Mumbai
1000,Student_1000,20,Male,Postgraduate,7.04,1,Rural,<2 Lakh,Intermediate,"Leadership, Python, Data Analysis, Agriculture, Finance",Finance,Any
