internship_id,title,company,sector,required_skills,location,duration_months,stipend,education_requirement,description,slots_available,application_deadline
689,Farm Management Intern,Tech Mahindra,Agriculture,"Research, Agriculture, Local Language, Field Work",Chandigarh,12,5000,Undergraduate,Support agriculture operations and contribute to team objectives.,5,2025-10-14
690,Quality Control Intern,HDFC Bank,Manufacturing,"Excel, Team Work",Pune,6,5000,Any,Assist with research and development in manufacturing field.,4,2025-11-08
691,Agricultural Marketing Intern,Jubilant Foodworks,Agriculture,"Local Language, Agriculture, Research, Field Work",Kolkata,12,5000,Any,Contribute to innovative agriculture solutions and processes.,1,2025-11-12
692,Communication Intern,Wipro,Government,"Communication, English, Research, Leadership",Jaipur,6,5000,Diploma,Work on real-world government projects and gain hands-on experience.,9,2025-10-24
693,Production Intern,Tech Mahindra,Manufacturing,"Problem Solving, Team Work",Jaipur,6,5000,Any,Support manufacturing operations and contribute to team objectives.,10,2025-12-06
694,Medical Research Intern,Hindustan Unilever,Healthcare,"Communication, Research, MS Office",Ahmedabad,6,5000,Diploma,Contribute to innovative healthcare solutions and processes.,4,2025-12-07
695,Agricultural Research Intern,Dr. Reddy's Labs,Agriculture,"Field Work, Agriculture",Chandigarh,12,5000,Diploma,Work on real-world agriculture projects and gain hands-on experience.,3,2025-11-22
696,Student Support Intern,Tata Consultancy Services,Education,"Teaching, Leadership, English, MS Office",Chandigarh,12,5000,High School,Contribute to innovative education solutions and processes.,6,2025-10-13
697,Communication Intern,ICICI Bank,Government,"Research, Communication",Pune,12,5000,Diploma,Work on real-world government projects and gain hands-on experience.,1,2025-10-24
698,Medical Research Intern,ICICI Bank,Healthcare,"MS Office, Research, Biology, Problem Solving",Chandigarh,12,6000,Diploma,Contribute to innovative healthcare solutions and processes.,5,2025-11-22
699,Market Research Intern,Maruti Suzuki,Marketing,"Marketing, Design, MS Office",Chandigarh,12,5000,High School,Learn industry best practices in marketing domain.,7,2025-10-16
700,Teaching Assistant,Bajaj Finance,Education,"Teaching, English, Communication, MS Office",Delhi,12,4000,Any,Assist with research and development in education field.,2,2025-11-21
701,Communication Intern,Dr. Reddy's Labs,Government,"MS Office, Leadership, English, Research",Kolkata,6,4000,Diploma,Learn industry best practices in government domain.,10,2025-10-14
702,Agricultural Research Intern,Nestle India,Agriculture,"Field Work, Research, Agriculture, Local Language",Kolkata,12,4000,Diploma,Contribute to innovative agriculture solutions and processes.,9,2025-11-16
703,Public Health Intern,Sun Pharma,Healthcare,"Communication, MS Office, Research",Bangalore,6,5000,High School,Learn industry best practices in healthcare domain.,6,2025-11-19
704,Agricultural Research Intern,ICICI Bank,Agriculture,"Agriculture, Research, Local Language",Pune,12,4000,Undergraduate,Work on real-world agriculture projects and gain hands-on experience.,2,2025-10-24
705,Brand Management Intern,Bajaj Finance,Marketing,"Social Media, MS Office, Design, Marketing",Rural,6,5000,Undergraduate,Support marketing operations and contribute to team objectives.,8,2025-11-13
706,Insurance Intern,Muthoot Finance,Finance,"Finance, Mathematics",Mumbai,12,5000,High School,Contribute to innovative finance solutions and processes.,8,2025-11-28
707,Policy Research Intern,State Bank of India,Government,"MS Office, Research",Hyderabad,6,5000,High School,Learn industry best practices in government domain.,1,2025-11-26
708,Market Research Intern,TVS Motor,Marketing,"Communication, Marketing, MS Office, Design",Bangalore,6,5000,High School,Learn industry best practices in marketing domain.,1,2025-11-04
709,Clinical Data Intern,Infosys,Healthcare,"Biology, MS Office",Ahmedabad,12,5000,High School,Learn industry best practices in healthcare domain.,1,2025-10-19
710,Student Support Intern,Bharti Airtel,Education,"Teaching, English",Chennai,12,5000,Diploma,Support education operations and contribute to team objectives.,4,2025-11-10
711,Process Engineering Intern,Bajaj Finance,Manufacturing,"Project Management, Team Work",Pune,12,5000,Any,Work on real-world manufacturing projects and gain hands-on experience.,4,2025-12-05
712,Agricultural Research Intern,Eicher Motors,Agriculture,"Agriculture, Research",Lucknow,12,5000,Any,Work on real-world agriculture projects and gain hands-on experience.,8,2025-11-29
713,Data Science Intern,State Bank of India,IT,"Excel, Python, Problem Solving",Mumbai,12,6000,Any,Learn industry best practices in it domain.,1,2025-10-19
714,Brand Management Intern,Bajaj Finance,Marketing,"Marketing, MS Office",Pune,12,5000,High School,Work on real-world marketing projects and gain hands-on experience.,10,2025-10-20
715,Public Service Intern,Eicher Motors,Government,"MS Office, English, Leadership",Bangalore,12,5000,High School,Contribute to innovative government solutions and processes.,3,2025-11-09
716,Web Development Intern,Tata Consultancy Services,IT,"Problem Solving, Communication, Java",Ahmedabad,12,4000,Undergraduate,Contribute to innovative it solutions and processes.,1,2025-12-02
717,Supply Chain Intern,Reliance Industries,Manufacturing,"Excel, Project Management",Ahmedabad,12,5000,Undergraduate,Work on real-world manufacturing projects and gain hands-on experience.,9,2025-11-17
718,Mobile App Development Intern,Sun Pharma,IT,"Communication, Excel",Delhi,12,5000,Diploma,Work on real-world it projects and gain hands-on experience.,10,2025-10-27
719,Agricultural Research Intern,Larsen & Toubro,Agriculture,"Research, Agriculture, Local Language, Field Work",Any Location,12,5000,Any,Work on real-world agriculture projects and gain hands-on experience.,9,2025-10-31
720,Legal Affairs Intern,Maruti Suzuki,Government,"Leadership, English, Research, MS Office",Bangalore,6,5000,High School,Assist with research and development in government field.,7,2025-11-27
721,Agricultural Research Intern,TVS Motor,Agriculture,"Local Language, Agriculture, Field Work",Pune,6,5000,Any,Support agriculture operations and contribute to team objectives.,8,2025-11-22
722,Policy Research Intern,TVS Motor,Government,"English, Research, MS Office",Bangalore,12,4000,Any,Support government operations and contribute to team objectives.,1,2025-11-18
723,Risk Management Intern,State Bank of India,Finance,"Excel, Data Analysis, Communication, Finance",Rural,12,4000,Any,Assist with research and development in finance field.,5,2025-10-22
724,Data Science Intern,Nestle India,IT,"Communication, Problem Solving",Hyderabad,6,4000,Undergraduate,Support it operations and contribute to team objectives.,2,2025-10-14
725,Teaching Assistant,TVS Motor,Education,"Leadership, Teaching, English",Any Location,12,4000,Any,Assist with research and development in education field.,1,2025-11-11
726,Insurance Intern,State Bank of India,Finance,"Finance, Excel, Data Analysis",Kolkata,12,4000,Undergraduate,Learn industry best practices in finance domain.,3,2025-10-19
727,Risk Management Intern,Bharti Airtel,Finance,"Data Analysis, Communication, Mathematics",Chandigarh,6,5000,Diploma,Assist with research and development in finance field.,7,2025-10-31
728,Agri-tech Intern,TVS Motor,Agriculture,"Field Work, Agriculture, Local Language, Research",Bhopal,12,5000,Undergraduate,Work on real-world agriculture projects and gain hands-on experience.,1,2025-10-18
729,Administrative Intern,TVS Motor,Government,"MS Office, Research, Leadership",Kolkata,12,6000,Undergraduate,Contribute to innovative government solutions and processes.,2,2025-11-24
730,Cybersecurity Intern,Infosys,IT,"Communication, Problem Solving",Bhopal,12,5000,High School,Work on real-world it projects and gain hands-on experience.,2,2025-10-22
731,Audit Intern,ICICI Bank,Finance,"Communication, Finance, Mathematics, Data Analysis",Chennai,12,4000,Undergraduate,Support finance operations and contribute to team objectives.,4,2025-12-08
732,Insurance Intern,Godrej Consumer,Finance,"Excel, Mathematics, Finance, Communication",Hyderabad,12,5000,Undergraduate,Contribute to innovative finance solutions and processes.,3,2025-11-30
733,Public Health Intern,Dr. Reddy's Labs,Healthcare,"MS Office, Problem Solving, Research, Communication",Pune,12,5000,Any,Contribute to innovative healthcare solutions and processes.,3,2025-11-26
734,Production Intern,Eicher Motors,Manufacturing,"Excel, Team Work",Pune,12,5000,Diploma,Contribute to innovative manufacturing solutions and processes.,10,2025-11-16
735,Academic Research Intern,Dr. Reddy's Labs,Education,"Leadership, Communication, MS Office",Chandigarh,12,5000,Any,Learn industry best practices in education domain.,5,2025-11-22
736,Medical Research Intern,Wipro,Healthcare,"Biology, Problem Solving",Lucknow,12,5000,Any,Work on real-world healthcare projects and gain hands-on experience.,3,2025-11-09
737,Public Health Intern,Dr. Reddy's Labs,Healthcare,"Problem Solving, Biology, Communication, Research",Any Location,12,5000,Any,Support healthcare operations and contribute to team objectives.,7,2025-10-23
738,Communication Intern,Bharti Airtel,Government,"Research, Communication, English",Mumbai,12,5000,Undergraduate,Assist with research and development in government field.,5,2025-11-04
739,Agri-tech Intern,Wipro,Agriculture,"Field Work, Local Language, Research",Hyderabad,6,5000,Undergraduate,Learn industry best practices in agriculture domain.,4,2025-12-01
740,Agricultural Research Intern,Reliance Industries,Agriculture,"Research, Agriculture",Delhi,6,5000,High School,Support agriculture operations and contribute to team objectives.,3,2025-11-28
741,Industrial Design Intern,Tata Consultancy Services,Manufacturing,"Project Management, Team Work, Problem Solving, Excel",Chennai,6,5000,Any,Support manufacturing operations and contribute to team objectives.,4,2025-11-17
742,Agri-tech Intern,UltraTech Cement,Agriculture,"Research, Agriculture, Field Work, Local Language",Kolkata,6,5000,Undergraduate,Contribute to innovative agriculture solutions and processes.,2,2025-10-19
743,Agricultural Research Intern,Maruti Suzuki,Agriculture,"Field Work, Local Language",Mumbai,12,5000,Any,Learn industry best practices in agriculture domain.,1,2025-12-01
744,Learning Design Intern,Hero MotoCorp,Education,"Teaching, MS Office",Delhi,12,5000,Any,Work on real-world education projects and gain hands-on experience.,3,2025-11-18
745,Teaching Assistant,Mahindra Group,Education,"MS Office, Teaching, Communication, English",Delhi,12,5000,Diploma,Assist with research and development in education field.,2,2025-11-18
746,Quality Control Intern,Reliance Industries,Manufacturing,"Team Work, Excel",Chennai,12,4000,Diploma,Assist with research and development in manufacturing field.,1,2025-11-27
747,Digital Marketing Intern,Bajaj Finance,Marketing,"Social Media, Communication, Marketing",Delhi,12,6000,High School,Work on real-world marketing projects and gain hands-on experience.,1,2025-11-07
748,Medical Research Intern,TVS Motor,Healthcare,"Communication, Problem Solving",Bangalore,12,4000,High School,Work on real-world healthcare projects and gain hands-on experience.,2,2025-11-09
749,Quality Control Intern,Tech Mahindra,Manufacturing,"Problem Solving, Team Work, Excel",Kolkata,12,5000,High School,Assist with research and development in manufacturing field.,9,2025-11-18
750,Healthcare Administration Intern,Maruti Suzuki,Healthcare,"MS Office, Problem Solving, Research, Communication",Rural,12,5000,Diploma,Support healthcare operations and contribute to team objectives.,5,2025-10-28
751,Data Science Intern,Reliance Industries,IT,"Excel, Communication, Python, Problem Solving",Pune,12,5000,Undergraduate,Assist with research and development in it field.,9,2025-11-17
752,Data Science Intern,Jubilant Foodworks,IT,"Communication, Data Analysis, Python, Problem Solving",Lucknow,12,5000,High School,Contribute to innovative it solutions and processes.,8,2025-10-10
753,Educational Content Intern,Reliance Industries,Education,"Teaching, English, MS Office",Pune,6,4000,Diploma,Support education operations and contribute to team objectives.,6,2025-10-14
754,Learning Design Intern,Eicher Motors,Education,"Leadership, English, Teaching",Pune,12,5000,Undergraduate,Assist with research and development in education field.,1,2025-11-25
755,Legal Affairs Intern,Hero MotoCorp,Government,"English, Communication, Leadership, Research",Chennai,12,4000,Undergraduate,Assist with research and development in government field.,10,2025-10-15
756,Brand Management Intern,Asian Paints,Marketing,"Design, MS Office",Ahmedabad,6,5000,Any,Contribute to innovative marketing solutions and processes.,5,2025-11-25
757,Social Media Intern,Asian Paints,Marketing,"Social Media, Design, Communication, MS Office",Lucknow,12,5000,Undergraduate,Learn industry best practices in marketing domain.,1,2025-12-05
758,Public Health Intern,Muthoot Finance,Healthcare,"Biology, Communication",Lucknow,12,6000,Any,Learn industry best practices in healthcare domain.,7,2025-11-16
759,Process Engineering Intern,Mahindra Group,Manufacturing,"Problem Solving, Excel",Rural,6,6000,Undergraduate,Assist with research and development in manufacturing field.,10,2025-11-28
760,Learning Design Intern,Hindustan Unilever,Education,"Teaching, English",Bhopal,12,4000,Undergraduate,Learn industry best practices in education domain.,8,2025-10-18
761,Production Intern,ICICI Bank,Manufacturing,"Project Management, Excel",Delhi,12,5000,Undergraduate,Support manufacturing operations and contribute to team objectives.,8,2025-11-07
762,Quality Control Intern,HDFC Bank,Manufacturing,"Problem Solving, Team Work, Project Management, Excel",Jaipur,12,4000,Diploma,Work on real-world manufacturing projects and gain hands-on experience.,7,2025-11-13
763,Content Marketing Intern,Wipro,Marketing,"Social Media, Design, Marketing, Communication",Pune,12,4000,Undergraduate,Support marketing operations and contribute to team objectives.,2,2025-10-21
764,Cybersecurity Intern,Tech Mahindra,IT,"Python, Data Analysis, Problem Solving",Mumbai,12,4000,High School,Assist with research and development in it field.,5,2025-10-19
765,Industrial Design Intern,Nestle India,Manufacturing,"Team Work, Project Management, Problem Solving",Hyderabad,12,6000,High School,Contribute to innovative manufacturing solutions and processes.,4,2025-10-09
766,Public Service Intern,Hindustan Unilever,Government,"English, Research",Jaipur,12,6000,High School,Learn industry best practices in government domain.,5,2025-11-19
767,Software Development Intern,State Bank of India,IT,"Python, Problem Solving, Data Analysis",Hyderabad,12,4000,Undergraduate,Learn industry best practices in it domain.,10,2025-11-03
768,Clinical Data Intern,Infosys,Healthcare,"MS Office, Biology, Research",Hyderabad,6,4000,Any,Assist with research and development in healthcare field.,9,2025-12-02
769,Pharmacy Intern,Tata Consultancy Services,Healthcare,"Biology, Problem Solving, MS Office, Communication",Any Location,12,5000,High School,Support healthcare operations and contribute to team objectives.,4,2025-10-15
770,Process Engineering Intern,Hindustan Unilever,Manufacturing,"Team Work, Problem Solving",Chennai,12,5000,Undergraduate,Contribute to innovative manufacturing solutions and processes.,8,2025-10-09
771,Web Development Intern,Hindustan Unilever,IT,"Python, Communication",Hyderabad,12,5000,High School,Learn industry best practices in it domain.,8,2025-10-30
772,Rural Development Intern,Sun Pharma,Agriculture,"Field Work, Agriculture, Research, Local Language",Bangalore,12,5000,Undergraduate,Support agriculture operations and contribute to team objectives.,2,2025-11-26
773,Farm Management Intern,Hero MotoCorp,Agriculture,"Agriculture, Local Language, Research, Field Work",Bhopal,12,5000,Any,Learn industry best practices in agriculture domain.,6,2025-10-29
774,Administrative Intern,Tech Mahindra,Government,"MS Office, Leadership",Chandigarh,12,5000,High School,Learn industry best practices in government domain.,5,2025-11-13
775,Insurance Intern,Godrej Consumer,Finance,"Finance, Excel, Data Analysis, Communication",Delhi,12,6000,Diploma,Work on real-world finance projects and gain hands-on experience.,2,2025-11-20
776,Audit Intern,Tech Mahindra,Finance,"Finance, Data Analysis, Excel",Pune,6,5000,Diploma,Contribute to innovative finance solutions and processes.,10,2025-11-26
777,Supply Chain Intern,Bajaj Finance,Manufacturing,"Excel, Project Management, Problem Solving, Team Work",Bangalore,12,5000,Diploma,Learn industry best practices in manufacturing domain.,4,2025-11-02
778,Communication Intern,Dr. Reddy's Labs,Government,"Communication, English, Research, MS Office",Hyderabad,12,5000,Any,Support government operations and contribute to team objectives.,7,2025-11-21
779,Content Marketing Intern,Jubilant Foodworks,Marketing,"Social Media, Communication, Design, MS Office",Chandigarh,12,5000,High School,Support marketing operations and contribute to team objectives.,1,2025-10-10
780,Administrative Intern,ICICI Bank,Government,"Research, English, MS Office",Jaipur,12,5000,Any,Learn industry best practices in government domain.,9,2025-10-25
781,Clinical Data Intern,Bajaj Finance,Healthcare,"Communication, MS Office",Chennai,6,5000,Diploma,Assist with research and development in healthcare field.,10,2025-11-10
782,Agricultural Marketing Intern,Bharti Airtel,Agriculture,"Agriculture, Field Work, Local Language",Pune,12,6000,High School,Work on real-world agriculture projects and gain hands-on experience.,1,2025-11-19
783,Farm Management Intern,Mahindra Group,Agriculture,"Local Language, Agriculture",Kolkata,12,4000,Diploma,Contribute to innovative agriculture solutions and processes.,5,2025-10-26
784,Communication Intern,TVS Motor,Government,"Research, Leadership, MS Office",Chennai,6,4000,High School,Support government operations and contribute to team objectives.,7,2025-10-16
785,Software Development Intern,Maruti Suzuki,IT,"Data Analysis, Java, Python, Communication",Mumbai,6,5000,Undergraduate,Support it operations and contribute to team objectives.,8,2025-12-04
786,Farm Management Intern,State Bank of India,Agriculture,"Agriculture, Research, Field Work",Ahmedabad,6,5000,Diploma,Support agriculture operations and contribute to team objectives.,2,2025-11-28
787,Risk Management Intern,Wipro,Finance,"Mathematics, Communication, Data Analysis, Excel",Mumbai,12,5000,Diploma,Contribute to innovative finance solutions and processes.,4,2025-12-06
788,Public Service Intern,Reliance Industries,Government,"Communication, Leadership, English, Research",Bangalore,12,6000,Diploma,Learn industry best practices in government domain.,2,2025-12-05
789,Administrative Intern,Asian Paints,Government,"English, Leadership",Pune,12,5000,High School,Support government operations and contribute to team objectives.,4,2025-10-25
790,Healthcare Administration Intern,Asian Paints,Healthcare,"Biology, Communication, Research, Problem Solving",Ahmedabad,12,4000,Diploma,Assist with research and development in healthcare field.,6,2025-10-16
791,Software Development Intern,Hero MotoCorp,IT,"Communication, Data Analysis, Java, Excel",Jaipur,12,5000,Diploma,Support it operations and contribute to team objectives.,6,2025-11-27
792,Medical Research Intern,ICICI Bank,Healthcare,"Communication, MS Office, Research",Chandigarh,6,5000,Undergraduate,Contribute to innovative healthcare solutions and processes.,2,2025-10-25
793,Public Service Intern,Maruti Suzuki,Government,"English, Research, Communication",Hyderabad,12,4000,Undergraduate,Contribute to innovative government solutions and processes.,4,2025-11-27
794,Policy Research Intern,Hero MotoCorp,Government,"Leadership, Research, English",Kolkata,12,4000,Diploma,Support government operations and contribute to team objectives.,4,2025-10-31
795,Policy Research Intern,Reliance Industries,Government,"Leadership, English",Pune,12,4000,Diploma,Work on real-world government projects and gain hands-on experience.,1,2025-10-21
796,Agri-tech Intern,Nestle India,Agriculture,"Research, Local Language, Agriculture",Hyderabad,12,5000,Undergraduate,Learn industry best practices in agriculture domain.,2,2025-11-03
797,Rural Development Intern,Tech Mahindra,Agriculture,"Field Work, Agriculture, Research",Any Location,12,5000,High School,Assist with research and development in agriculture field.,3,2025-11-28
798,Communication Intern,State Bank of India,Government,"MS Office, Research, English",Ahmedabad,12,5000,Diploma,Assist with research and development in government field.,5,2025-11-21
799,Academic Research Intern,HDFC Bank,Education,"MS Office, English, Leadership",Ahmedabad,12,6000,Undergraduate,Work on real-world education projects and gain hands-on experience.,8,2025-11-29
800,Digital Marketing Intern,Mahindra Group,Marketing,"Social Media, Communication, Design",Any Location,12,4000,High School,Work on real-world marketing projects and gain hands-on experience.,6,2025-11-09
801,Research Analyst Intern,Indian Statistical Institute,Education,"Statistics, Research, Python",Delhi,12,10000,Postgraduate,Work on advanced research projects in statistics and data science.,2,2025-12-15
802,AI Research Intern,Microsoft Research,IT,"Python, Machine Learning, Deep Learning",Bangalore,12,15000,Postgraduate,Contribute to cutting-edge AI research and publications.,3,2025-12-20
803,Healthcare Policy Intern,WHO,Healthcare,"Policy Analysis, Research, Communication",Any Location,6,12000,Postgraduate,Assist in developing and analyzing healthcare policies.,4,2025-12-10
804,Financial Modeling Intern,Goldman Sachs,Finance,"Finance, Modeling, Excel, Python",Mumbai,12,14000,Postgraduate,Develop and validate financial models for investment banking.,2,2025-12-18
805,Advanced Materials Intern,ISRO,Manufacturing,"Materials Science, Research, Data Analysis",Hyderabad,12,13000,Postgraduate,Work on advanced materials for aerospace applications.,1,2025-12-25
